features,sv_0,sv_1,sv_2,sv_3,sv_4,cv_std,cv_mean,feature_n
CDKN2D,0.0022794413,0.0,0.0,0.0,0.0,0.0010193972,0.00045588828,1869
S100PBP,0.0,0.002276708,0.0,0.0,0.0,0.0010181747,0.0004553416,1870
RP11-598F7.3,0.0,0.0022657404,0.0,0.0,0.0,0.0010132699,0.0004531481,1871
LSS,0.0,0.0022641814,0.0,0.0,0.0,0.0010125727,0.00045283628,1872
RORA,0.0,0.0,0.0022589725,0.0,0.0,0.0010102432,0.0004517945,1873
PANX1,0.0,0.0,0.0,0.0022571324,0.0,0.0010094204,0.0004514265,1874
EIF4E3,0.0,0.0022561923,0.0,0.0,0.0,0.0010089999,0.00045123845,1875
ST18,0.0,0.0,0.0011012787,0.0,0.0011548799,0.000618165,0.00045123175,1876
MCTP2,0.0,0.0,0.00225178,0.0,0.0,0.0010070265,0.000450356,1877
CENPM,0.0,0.0,0.0,0.0,0.0022396639,0.0010016081,0.00044793278,1878
DUSP14,0.0,0.0,0.0,0.002239065,0.0,0.0010013403,0.000447813,1879
DHRS9,0.0,0.0,0.0,0.0022319998,0.0,0.0009981807,0.00044639996,1880
SYN1,0.0022154197,0.0,0.0,0.0,0.0,0.0009907658,0.00044308393,1881
DCTPP1,0.0,0.0,0.0022094978,0.0,0.0,0.0009881174,0.00044189958,1882
NFIC,0.0,0.0,0.0,0.0,0.002203717,0.0009855322,0.00044074337,1883
STARD4,0.0,0.0008686663,0.0,0.0,0.0013256912,0.0006222936,0.0004388715,1884
NUSAP1,0.0,0.0021941282,0.0,0.0,0.0,0.000981244,0.00043882563,1885
ADORA2B,0.0,0.0,0.0,0.0021911322,0.0,0.0009799041,0.00043822645,1886
ARF4-AS1,0.0,0.0021903275,0.0,0.0,0.0,0.0009795442,0.0004380655,1887
CLEC4F,0.0,0.0021865412,0.0,0.0,0.0,0.000977851,0.00043730825,1888
TNFRSF18,0.0,0.0,0.0,0.0,0.0021795242,0.00097471284,0.00043590483,1889
BMI1,0.0,0.0,0.002172683,0.0,0.0,0.0009716533,0.00043453657,1890
RUSC2,0.0,0.0,0.0,0.0021673306,0.0,0.0009692597,0.0004334661,1891
FBXO34,0.0,0.0,0.0021669713,0.0,0.0,0.00096909906,0.00043339428,1892
FAIM,0.0,0.0015383409,0.0,0.0,0.0006257312,0.00067479454,0.0004328144,1893
TOB1,0.0,0.0,0.0,0.0021514692,0.0,0.0009621663,0.00043029385,1894
PIR,0.0,0.0,0.0021509286,0.0,0.0,0.0009619245,0.00043018573,1895
ABCA2,0.0,0.0,0.0021456403,0.0,0.0,0.0009595595,0.00042912806,1896
DHRS3,0.002140946,0.0,0.0,0.0,0.0,0.00095746014,0.0004281892,1897
DUSP10,0.0,0.0,0.0,0.0,0.0021324288,0.00095365115,0.00042648576,1898
MAP1LC3A,0.0,0.0,0.0,0.0021042423,0.0,0.00094104576,0.00042084846,1899
ALDOC,0.0020851786,0.0,0.0,0.0,0.0,0.00093252026,0.0004170357,1900
SESN2,0.0,0.0013418859,0.0,0.0,0.0007343223,0.0006078155,0.00041524164,1901
PRKAR2B,0.0,0.0,0.002067726,0.0,0.0,0.0009247152,0.00041354523,1902
C17orf96,0.0,0.002063364,0.0,0.0,0.0,0.0009227645,0.00041267282,1903
SYNGR1,0.0,0.0,0.0,0.0,0.0020600576,0.00092128577,0.00041201152,1904
B4GALT5,0.00062053517,0.0,0.0,0.0014344597,0.0,0.00063208735,0.000410999,1905
RP11-488L18.10,0.0020544068,0.0,0.0,0.0,0.0,0.0009187586,0.00041088136,1906
POLA1,0.0,0.002051975,0.0,0.0,0.0,0.00091767113,0.00041039503,1907
ING1,0.0020493441,0.0,0.0,0.0,0.0,0.0009164946,0.00040986884,1908
BRAF,0.0,0.002044167,0.0,0.0,0.0,0.0009141792,0.00040883338,1909
CAMKK2,0.002042918,0.0,0.0,0.0,0.0,0.0009136207,0.0004085836,1910
HIPK2,0.0,0.002033491,0.0,0.0,0.0,0.0009094048,0.00040669818,1911
TSTD1,0.00200708,0.0,0.0,0.0,0.0,0.00089759345,0.000401416,1912
SLC39A10,0.0,0.0,0.0,0.0,0.0019831995,0.0008869138,0.0003966399,1913
ICK,0.0,0.0,0.0019768123,0.0,0.0,0.0008840573,0.00039536244,1914
C9orf66,0.0019759974,0.0,0.0,0.0,0.0,0.0008836929,0.00039519946,1915
BLM,0.0019739117,0.0,0.0,0.0,0.0,0.00088276016,0.00039478234,1916
ACBD3,0.0019737382,0.0,0.0,0.0,0.0,0.00088268257,0.00039474765,1917
RAD51C,0.001970936,0.0,0.0,0.0,0.0,0.0008814294,0.00039418723,1918
PTPN4,0.0,0.0,0.0019696543,0.0,0.0,0.0008808562,0.00039393088,1919
SURF6,0.0,0.0,0.00196792,0.0,0.0,0.00088008057,0.000393584,1920
FAM20A,0.0,0.0,0.0,0.0,0.0019678916,0.0008800679,0.00039357832,1921
TJP2,0.0019571525,0.0,0.0,0.0,0.0,0.0008752652,0.0003914305,1922
CLASP2,0.0019538302,0.0,0.0,0.0,0.0,0.0008737794,0.00039076604,1923
TMC4,0.0,0.0,0.0,0.0019507398,0.0,0.00087239733,0.00039014796,1924
RP4-591C20.9,0.0019471997,0.0,0.0,0.0,0.0,0.0008708142,0.00038943993,1925
AC018816.3,0.0,0.0,0.0019315619,0.0,0.0,0.0008638207,0.00038631237,1926
TTN,0.001930379,0.0,0.0,0.0,0.0,0.00086329173,0.0003860758,1927
GRAMD3,0.0019217521,0.0,0.0,0.0,0.0,0.00085943367,0.00038435042,1928
YOD1,0.0,0.0,0.0,0.0019201518,0.0,0.00085871795,0.00038403034,1929
ZCCHC24,0.0,0.0,0.0019150615,0.0,0.0,0.00085644156,0.0003830123,1930
PHC2,0.0,0.0,0.0,0.0,0.001910009,0.00085418194,0.0003820018,1931
RP11-140K17.3,0.0,0.0,0.0018957102,0.0,0.0,0.0008477874,0.00037914206,1932
MTHFR,0.0,0.0010594755,0.00083576015,0.0,0.0,0.00052502373,0.00037904712,1933
SLFN5,0.0,0.0,0.0,0.0,0.0018748507,0.0008384587,0.00037497014,1934
MATK,0.0,0.0,0.0,0.0018701295,0.0,0.00083634735,0.0003740259,1935
ICAM5,0.0,0.0,0.0,0.0018535086,0.0,0.0008289143,0.00037070172,1936
SASH1,0.0,0.0,0.0,0.0018483863,0.0,0.00082662347,0.00036967726,1937
PRKAB1,0.0,0.0,0.0018439597,0.0,0.0,0.0008246438,0.00036879192,1938
TESK1,0.0,0.0,0.0018425332,0.0,0.0,0.0008240059,0.00036850665,1939
ABCC1,0.0,0.0,0.0018327441,0.0,0.0,0.00081962807,0.00036654883,1940
ILF3-AS1,0.0018246612,0.0,0.0,0.0,0.0,0.00081601326,0.00036493223,1941
AGPAT5,0.0,0.0,0.0,0.0,0.0018187857,0.0008133857,0.00036375714,1942
HIST1H2BC,0.0,0.0018054773,0.0,0.0,0.0,0.00080743403,0.00036109547,1943
CA2,0.0,0.0,0.0018039676,0.0,0.0,0.0008067589,0.00036079352,1944
ADAM28,0.0,0.0,0.0,0.0,0.0018022953,0.00080601097,0.00036045906,1945
TK1,0.0,0.0,0.0017980167,0.0,0.0,0.0008040975,0.00035960335,1946
TUBA4A,0.0,0.0,0.0,0.0,0.0017962918,0.0008033261,0.00035925835,1947
CCDC122,0.0,0.0,0.0017908977,0.0,0.0,0.0008009138,0.00035817953,1948
AGAP3,0.0,0.0,0.0017888377,0.0,0.0,0.00079999253,0.00035776754,1949
SEPT11,0.0,0.0017776772,0.0,0.0,0.0,0.0007950014,0.00035553545,1950
MARCH9,0.0017758856,0.0,0.0,0.0,0.0,0.00079420017,0.00035517712,1951
CH17-189H20.1,0.0,0.0017754255,0.0,0.0,0.0,0.00079399446,0.0003550851,1952
HEATR1,0.0,0.0,0.001759929,0.0,0.0,0.0007870642,0.0003519858,1953
DNAJC3-AS1,0.001759916,0.0,0.0,0.0,0.0,0.0007870583,0.00035198318,1954
FAM24B,0.0,0.0,0.0,0.0017541704,0.0,0.00078448886,0.00035083407,1955
ATAD2,0.0017489502,0.0,0.0,0.0,0.0,0.0007821543,0.00034979003,1956
LIN7A,0.0,0.0,0.0,0.0017457928,0.0,0.00078074227,0.00034915857,1957
MLLT4,0.0,0.0017438093,0.0,0.0,0.0,0.00077985524,0.00034876185,1958
HIST1H3H,0.0017370215,0.0,0.0,0.0,0.0,0.0007768196,0.0003474043,1959
DNAJC5B,0.0,0.0,0.0,0.0,0.0017287192,0.00077310676,0.00034574384,1960
RAB3A,0.0,0.0017260101,0.0,0.0,0.0,0.0007718952,0.00034520202,1961
MTFP1,0.0,0.0017147772,0.0,0.0,0.0,0.0007668717,0.00034295543,1962
IRF2BPL,0.0017007057,0.0,0.0,0.0,0.0,0.0007605787,0.00034014115,1963
TYMS,0.0,0.0,0.0016956856,0.0,0.0,0.00075833366,0.0003391371,1964
PRELID2,0.0,0.0,0.0016907548,0.0,0.0,0.0007561285,0.00033815095,1965
ST20,0.0016897744,0.0,0.0,0.0,0.0,0.0007556901,0.0003379549,1966
MINPP1,0.0,0.0016896193,0.0,0.0,0.0,0.0007556207,0.00033792385,1967
CTD-3088G3.8,0.0,0.0016894189,0.0,0.0,0.0,0.0007555311,0.00033788377,1968
AC079767.4,0.0,0.0016779684,0.0,0.0,0.0,0.00075041025,0.00033559368,1969
TCOF1,0.0,0.0,0.0,0.0,0.0016618753,0.0007432132,0.00033237506,1970
ATG2A,0.0,0.0,0.0,0.0,0.0016616752,0.0007431237,0.00033233504,1971
NFATC2,0.0,0.0016612217,0.0,0.0,0.0,0.00074292097,0.00033224435,1972
C9orf139,0.0016578743,0.0,0.0,0.0,0.0,0.0007414239,0.00033157488,1973
NT5C3A,0.0,0.0,0.0,0.0016559069,0.0,0.00074054406,0.0003311814,1974
RP11-758H9.2,0.0016311186,0.0,0.0,0.0,0.0,0.0007294584,0.00032622373,1975
MAP3K14,0.0,0.0,0.0,0.0,0.0016243624,0.00072643696,0.0003248725,1976
SEPT1,0.0,0.0,0.0,0.0,0.0016198965,0.00072443974,0.0003239793,1977
EPOR,0.0,0.0,0.0,0.0,0.0016155286,0.00072248635,0.00032310572,1978
ZNF14,0.0,0.0,0.0,0.0016084315,0.0,0.0007193124,0.0003216863,1979
ANKRD22,0.0016068955,0.0,0.0,0.0,0.0,0.0007186255,0.0003213791,1980
DYNLL2,0.0,0.0,0.0,0.0015898295,0.0,0.00071099336,0.0003179659,1981
GMPR,0.0,0.0,0.00157654,0.0,0.0,0.0007050501,0.000315308,1982
PDGFB,0.0,0.0,0.00157303,0.0,0.0,0.00070348044,0.000314606,1983
PADI2,0.0,0.0,0.0,0.0015663359,0.0,0.0007004867,0.00031326717,1984
MT1F,0.0,0.0,0.0,0.0,0.0015580364,0.00069677504,0.0003116073,1985
GALNT3,0.0,0.0,0.0,0.0015453139,0.0,0.00069108536,0.00030906277,1986
MYC,0.0,0.0,0.0015430683,0.0,0.0,0.00069008116,0.00030861367,1987
RP11-290D2.6,0.0,0.0,0.0015421412,0.0,0.0,0.0006896665,0.00030842825,1988
PRR7,0.0,0.0015334502,0.0,0.0,0.0,0.0006857798,0.00030669005,1989
HMGCR,0.0,0.0,0.0,0.0015322064,0.0,0.00068522355,0.00030644127,1990
PAM,0.001530514,0.0,0.0,0.0,0.0,0.0006844667,0.0003061028,1991
CCDC93,0.0,0.0,0.0,0.0015273207,0.0,0.0006830386,0.00030546414,1992
MTF1,0.0,0.0,0.0,0.0,0.001507781,0.0006743001,0.0003015562,1993
SYNPO2,0.0,0.0015074424,0.0,0.0,0.0,0.00067414873,0.0003014885,1994
DENND1B,0.0,0.0,0.0014994752,0.0,0.0,0.0006705857,0.00029989504,1995
KLF5,0.0,0.0,0.0,0.0,0.0014982619,0.0006700431,0.0002996524,1996
XXbac-BPG252P9.9,0.0014805617,0.0,0.0,0.0,0.0,0.00066212734,0.00029611232,1997
CISH,0.0,0.0,0.0014725223,0.0,0.0,0.00065853196,0.00029450445,1998
MLLT6,0.0,0.0,0.0,0.0,0.0014562235,0.00065124297,0.0002912447,1999
LXN,0.0,0.0,0.0014551047,0.0,0.0,0.0006507426,0.00029102093,2000
PLEKHM2,0.0,0.0,0.0,0.0014518909,0.0,0.00064930535,0.00029037817,2001
TNFRSF21,0.0,0.0,0.0,0.0014495009,0.0,0.0006482365,0.00028990017,2002
MLLT11,0.0014461903,0.0,0.0,0.0,0.0,0.000646756,0.00028923806,2003
YPEL2,0.0014370232,0.0,0.0,0.0,0.0,0.0006426563,0.00028740463,2004
NUFIP1,0.0,0.0,0.0,0.0,0.0014341101,0.00064135354,0.00028682203,2005
KLHDC8B,0.0,0.0,0.0014261177,0.0,0.0,0.00063777925,0.00028522353,2006
FHL1,0.0,0.0,0.0014253847,0.0,0.0,0.0006374514,0.00028507694,2007
HBS1L,0.0014171746,0.0,0.0,0.0,0.0,0.00063377974,0.00028343493,2008
SCD,0.0,0.0,0.0,0.0014094664,0.0,0.0006303325,0.00028189327,2009
RP11-190C22.9,0.0,0.0,0.0,0.0014030692,0.0,0.00062747166,0.00028061384,2010
SLC26A11,0.0,0.0,0.0,0.0,0.0014006138,0.00062637357,0.00028012277,2011
MOB3C,0.0,0.0,0.0,0.0013895752,0.0,0.0006214369,0.00027791504,2012
AC147651.4,0.0,0.0,0.0,0.0013669177,0.0,0.0006113042,0.00027338354,2013
FAM20C,0.001366755,0.0,0.0,0.0,0.0,0.00061123143,0.000273351,2014
ACTA2,0.0,0.0,0.0,0.0013647814,0.0,0.00061034877,0.00027295627,2015
ITGB7,0.0,0.0,0.0,0.0,0.0013599232,0.0006081761,0.00027198464,2016
KIAA1586,0.0,0.0013587849,0.0,0.0,0.0,0.0006076671,0.00027175696,2017
SPAG5,0.0,0.0,0.0,0.0013213056,0.0,0.00059090584,0.00026426112,2018
OTUD6B-AS1,0.001313844,0.0,0.0,0.0,0.0,0.0005875689,0.0002627688,2019
TFDP2,0.0,0.0,0.0013130585,0.0,0.0,0.0005872176,0.00026261172,2020
BCAS2,0.0,0.0,0.0,0.0013024379,0.0,0.0005824679,0.00026048758,2021
NR1H3,0.0,0.0,0.0,0.001283628,0.0,0.00057405594,0.00025672562,2022
TP53BP1,0.0,0.0012790047,0.0,0.0,0.0,0.0005719883,0.00025580096,2023
EPM2AIP1,0.0012739479,0.0,0.0,0.0,0.0,0.0005697268,0.00025478957,2024
MYO7A,0.0,0.0,0.0012666683,0.0,0.0,0.0005664713,0.00025333365,2025
GZF1,0.0,0.0,0.0,0.0,0.0012645795,0.00056553714,0.0002529159,2026
GSTM1,0.0,0.0012577976,0.0,0.0,0.0,0.00056250417,0.0002515595,2027
TIFA,0.0,0.0,0.0,0.0012563268,0.0,0.0005618464,0.00025126536,2028
TMEM2,0.0,0.0,0.0,0.0,0.0012440355,0.00055634964,0.0002488071,2029
AK6,0.0,0.0,0.0,0.00122505,0.0,0.000547859,0.00024501,2030
CCNG2,0.0,0.0,0.001217387,0.0,0.0,0.000544432,0.0002434774,2031
OPLAH,0.0,0.0,0.0,0.0012129872,0.0,0.0005424644,0.00024259745,2032
SC5D,0.0,0.0,0.0,0.0,0.0012096665,0.0005409793,0.0002419333,2033
PPM1K,0.0,0.0,0.0,0.0,0.0012093864,0.00054085406,0.00024187728,2034
SVIP,0.0,0.0,0.0011921235,0.0,0.0,0.00053313386,0.0002384247,2035
TBC1D9,0.0,0.0011855849,0.0,0.0,0.0,0.0005302097,0.00023711698,2036
ADAM19,0.0011693418,0.0,0.0,0.0,0.0,0.00052294554,0.00023386837,2037
CH17-373J23.1,0.0011665741,0.0,0.0,0.0,0.0,0.0005217078,0.00023331481,2038
MYO10,0.0,0.0,0.0011657015,0.0,0.0,0.0005213176,0.00023314031,2039
SCML1,0.0,0.0,0.0011493892,0.0,0.0,0.0005140225,0.00022987784,2040
GPRC5C,0.0,0.0,0.0,0.001146549,0.0,0.00051275233,0.00022930981,2041
TFB1M,0.0,0.0011371956,0.0,0.0,0.0,0.00050856936,0.00022743913,2042
ADGRE1,0.0,0.0,0.0,0.0011314827,0.0,0.00050601445,0.00022629653,2043
MSI2,0.0,0.0,0.0011306754,0.0,0.0,0.00050565344,0.00022613509,2044
RCAN1,0.0,0.0,0.0,0.0,0.0011020505,0.00049285195,0.0002204101,2045
ANP32E,0.0010976663,0.0,0.0,0.0,0.0,0.00049089134,0.00021953326,2046
OCIAD2,0.0,0.0,0.0,0.0,0.0010944575,0.00048945623,0.0002188915,2047
YTHDC2,0.0010934978,0.0,0.0,0.0,0.0,0.0004890271,0.00021869957,2048
ZFHX3,0.0,0.0,0.0,0.0,0.0010914445,0.0004881088,0.0002182889,2049
DOCK5,0.0,0.0,0.0010803196,0.0,0.0,0.00048313363,0.00021606393,2050
ZMYND8,0.0,0.0,0.0010798875,0.0,0.0,0.00048294038,0.0002159775,2051
LPIN1,0.0,0.0010614839,0.0,0.0,0.0,0.00047471002,0.00021229677,2052
BCAR3,0.0,0.0,0.0,0.0010356122,0.0,0.00046313985,0.00020712244,2053
OTULIN,0.0,0.0009963951,0.0,0.0,0.0,0.00044560144,0.00019927902,2054
MRPL23,0.0009930764,0.0,0.0,0.0,0.0,0.00044411724,0.00019861528,2055
TMEM54,0.0,0.0,0.0,0.00097349676,0.0,0.000435361,0.00019469936,2056
RNU12,0.0009726298,0.0,0.0,0.0,0.0,0.00043497328,0.00019452596,2057
SLC35E3,0.0,0.0,0.0009665667,0.0,0.0,0.00043226176,0.00019331333,2058
TNFRSF9,0.0009612706,0.0,0.0,0.0,0.0,0.0004298933,0.00019225411,2059
S100A13,0.00094316876,0.0,0.0,0.0,0.0,0.0004217979,0.00018863376,2060
CCDC88B,0.0,0.0,0.0009036956,0.0,0.0,0.00040414496,0.00018073912,2061
CNST,0.0,0.0,0.00087593944,0.0,0.0,0.00039173203,0.00017518789,2062
SRRT,0.0,0.0008705909,0.0,0.0,0.0,0.0003893401,0.00017411818,2063
DFNA5,0.0,0.0,0.0008702017,0.0,0.0,0.00038916603,0.00017404034,2064
STARD13,0.0,0.0,0.00084960693,0.0,0.0,0.00037995577,0.00016992139,2065
CENPC,0.0,0.0,0.0,0.0,0.00082031154,0.00036685448,0.00016406231,2066
SLC7A11,0.0,0.0,0.0,0.0,0.0008153753,0.00036464693,0.00016307506,2067
ETV7,0.0,0.0,0.0008015127,0.0,0.0,0.00035844737,0.00016030253,2068
C3orf58,0.0,0.0,0.0,0.0,0.00079581665,0.00035590003,0.00015916333,2069
ZMAT3,0.00076706393,0.0,0.0,0.0,0.0,0.0003430414,0.00015341278,2070
PHKA2,0.00075096934,0.0,0.0,0.0,0.0,0.0003358437,0.00015019387,2071
RP11-536K7.3,0.0,0.0,0.0007018794,0.0,0.0,0.00031389,0.00014037588,2072
PSME4,0.00066115044,0.0,0.0,0.0,0.0,0.00029567545,0.00013223008,2073
CREB5,0.00065900944,0.0,0.0,0.0,0.0,0.000294718,0.00013180189,2074
SDC3,0.0006476126,0.0,0.0,0.0,0.0,0.00028962118,0.00012952252,2075
NOTCH1,0.00063101616,0.0,0.0,0.0,0.0,0.000282199,0.00012620323,2076
TNS3,0.0,0.0,0.0,0.0,0.0005885452,0.00026320544,0.000117709045,2077
SRC,0.0,0.0005835376,0.0,0.0,0.0,0.00026096596,0.000116707524,2078
TNFSF8,0.0,0.0,0.0,0.000519166,0.0,0.00023217809,0.0001038332,2079
PCSK5,0.000511176,0.0,0.0,0.0,0.0,0.00022860487,0.0001022352,2080
RECQL,0.0,0.0,0.0,0.0,0.0004836531,0.00021629623,9.673062e-05,2081
ASH1L,0.0,0.0,0.0,0.00038143262,0.0,0.00017058186,7.6286524e-05,2082
CERS4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2083
PAXBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2084
SCN1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2085
SLC9A8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2086
CLSPN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2087
P2RX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2088
C1orf109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2089
DLGAP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2090
VAV3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2091
CD320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2092
AURKA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2093
SEPHS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2094
TRPM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2095
ZSWIM4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2096
ADARB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2097
ZNF260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2098
HIC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2099
OSGIN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2100
CDKN2C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2101
PLCG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2102
CCDC28B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2103
PKIG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2104
ZNF700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2105
FXYD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2106
ZNF563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2107
PIK3R3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2108
FAM101B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2109
TUBB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2110
OLIG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2111
KIAA0319L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2112
PTCH2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2113
VPS9D1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2114
SNAI3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2115
WDR81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2116
ICAM4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2117
AMY2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2118
ZNF440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2119
SERINC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2120
COL6A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2121
ZNF439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2122
ZNF555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2123
PGLYRP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2124
RP11-960L18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2125
FSTL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2126
MT1E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2127
SLC2A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2128
UHRF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2129
ARID3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2130
ZNF737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2131
MYCL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2132
MT1M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2133
ELMO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2134
LPAR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2135
NOL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2136
AP001046.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2137
C16orf70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2138
ARRDC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2139
PBX4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2140
CHAF1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2141
MT1H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2142
GSTM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2143
ZNF568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2144
MUM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2145
KIAA1683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2146
PGPEP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2147
MBD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2148
SLC38A7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2149
ISYNA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2150
CFAP20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2151
CITED4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2152
ABCG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2153
RFX2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2154
CD70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2155
ASF1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2156
RTEL1-TNFRSF6B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2157
GAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2158
PAPD5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2159
ZNF181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2160
ZBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2161
ZNRF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2162
MLKL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2163
HOMER3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2164
LRP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2165
HP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2166
FAM217B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2167
TSHZ3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2168
ZNF821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2169
INSR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2170
CBR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2171
NQO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2172
CCNE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2173
SH2D3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2174
C21orf33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2175
CTD-2562J15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2176
TNFRSF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2177
SNTB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2178
NR2F6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2179
SMPD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2180
AP000692.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2181
HELZ2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2182
PLVAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2183
PLA2G15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2184
RRAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2185
CTA-292E10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2186
FABP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2187
UNC13D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2188
TRIM65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2189
C22orf46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2190
CCDC18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2191
TRIM47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2192
