features,sv_0,sv_1,sv_2,sv_3,sv_4,cv_std,cv_mean,feature_n
OFD1,0.0030833809,0.0,0.0017917703,0.0018076436,0.0,0.0013279029,0.001336559,1467
USP37,0.0035332514,0.0014264655,0.001713731,0.0,0.0,0.0014618962,0.0013346896,1468
ADORA2A,0.0,0.0,0.0,0.006673371,0.0,0.0029844223,0.0013346742,1469
TNNI2,0.006672474,0.0,0.0,0.0,0.0,0.002984021,0.0013344948,1470
PIGA,0.0,0.0014282404,0.0040389867,0.0011550029,0.0,0.0016520086,0.001324446,1471
CREBRF,0.004530873,0.0,0.0,0.0020457753,0.0,0.0020039678,0.0013153297,1472
SLC26A2,0.0,0.0,0.0022813466,0.0,0.004293462,0.0019360227,0.0013149617,1473
AGRN,0.0,0.0,0.003203309,0.0,0.003344689,0.0017939396,0.0013095995,1474
PGAP1,0.0,0.0,0.0,0.006536458,0.0,0.002923193,0.0013072917,1475
CDK11B,0.0,0.0,0.006466242,0.0,0.0,0.0028917913,0.0012932484,1476
FCGR1B,0.0,0.0,0.0,0.0064147026,0.0,0.0028687422,0.0012829405,1477
TRIP10,0.0,0.0,0.0064120274,0.0,0.0,0.0028675457,0.0012824055,1478
TM6SF1,0.0,0.0,0.0007170553,0.0056762877,0.0,0.0024778743,0.0012786686,1479
SLC25A29,0.004963836,0.0,0.0,0.0014180988,0.0,0.0021508636,0.001276387,1480
PPP3R1,0.0,0.0034254068,0.0016035173,0.0,0.0013521059,0.0014132728,0.001276206,1481
TRPS1,0.0,0.0,0.002707599,0.0,0.0036547517,0.0017742886,0.0012724701,1482
RDX,0.0,0.0,0.0,0.0011388509,0.005212672,0.0022583492,0.0012703047,1483
P2RX7,0.0,0.0041168914,0.0022322414,0.0,0.0,0.0018620822,0.0012698265,1484
PLEKHF2,0.0,0.0015679111,0.0,0.0047647436,0.0,0.0020700619,0.001266531,1485
PMEPA1,0.0,0.0063324436,0.0,0.0,0.0,0.0028319547,0.0012664887,1486
TRIM13,0.0,0.0,0.0,0.0,0.0063126837,0.002823118,0.0012625367,1487
SREBF2,0.0009974089,0.0,0.0,0.005298974,0.0,0.002299188,0.0012592765,1488
TMPO,0.0,0.002575118,0.0,0.0,0.0036866819,0.00175932,0.00125236,1489
IL1R1,0.0022342943,0.0,0.0032120906,0.0,0.0007880026,0.0014280255,0.0012468775,1490
CMPK2,0.006233989,0.0,0.0,0.0,0.0,0.0027879246,0.0012467977,1491
MYO15B,0.0016078282,0.0,0.0,0.0,0.004625953,0.0020132402,0.0012467562,1492
HERC5,0.0042275866,0.0,0.00199862,0.0,0.0,0.0018784195,0.0012452414,1493
AKAP17A,0.0038242913,0.0,0.0,0.0,0.0023918734,0.0017760998,0.001243233,1494
KIF2A,0.0,0.0,0.0010214543,0.0036666966,0.0014899063,0.0015061686,0.0012356115,1495
PHF10,0.0,0.0,0.006173266,0.0,0.0,0.0027607686,0.0012346532,1496
TOR3A,0.0,0.0014470714,0.0,0.0013481061,0.003372778,0.0013854874,0.0012335911,1497
RP11-295G20.2,0.002692719,0.0034721347,0.0,0.0,0.0,0.0017106556,0.0012329707,1498
FHL3,0.0,0.0,0.0,0.0061456966,0.0,0.002748439,0.0012291393,1499
ADA,0.0,0.003382021,0.0,0.0027509928,0.0,0.0016943477,0.0012266028,1500
USP36,0.0026549355,0.0,0.0,0.0,0.0034620487,0.0016993355,0.0012233969,1501
PIK3IP1,0.0,0.0,0.0014957542,0.0,0.0046132295,0.002003449,0.0012217967,1502
SEMA7A,0.0,0.0,0.006081599,0.0,0.0,0.0027197737,0.0012163197,1503
LIMK2,0.0,0.0,0.0060410993,0.0,0.0,0.0027016618,0.0012082199,1504
RP11-108M9.4,0.0,0.0,0.006007666,0.0,0.0,0.0026867099,0.0012015331,1505
TRMT6,0.0,0.0,0.0,0.0059963227,0.0,0.002681637,0.0011992645,1506
ASGR2,0.0,0.005116924,0.0,0.00085820706,0.0,0.002223679,0.0011950263,1507
CDC42EP3,0.0028203311,0.0,0.003152166,0.0,0.0,0.001639838,0.0011944994,1508
FYN,0.005946917,0.0,0.0,0.0,0.0,0.0026595423,0.0011893834,1509
PFKFB4,0.0,0.0,0.005900829,0.0,0.0,0.002638931,0.0011801658,1510
JHDM1D-AS1,0.0046016136,0.0,0.0,0.0012927892,0.0,0.0019935744,0.0011788806,1511
BCL2L14,0.0,0.005866715,0.0,0.0,0.0,0.0026236747,0.001173343,1512
HIST1H2BK,0.0030134374,0.0,0.0028047215,0.0,0.0,0.0015950763,0.0011636318,1513
FXYD6,0.0,0.0017167832,0.002465262,0.0,0.0016210185,0.0011087665,0.0011606128,1514
CCND2,0.0,0.0018691833,0.0,0.0,0.0039256704,0.0017456136,0.0011589708,1515
PARP15,0.0023704101,0.0015190956,0.0,0.0,0.0019053214,0.0011000842,0.0011589654,1516
KIDINS220,0.0,0.0,0.001575708,0.0,0.004196431,0.0018323053,0.0011544278,1517
NDRG2,0.005766617,0.0,0.0,0.0,0.0,0.0025789095,0.0011533235,1518
PIKFYVE,0.0,0.0,0.0057021235,0.0,0.0,0.0025500671,0.0011404247,1519
CTB-119C2.1,0.0020588958,0.0036424655,0.0,0.0,0.0,0.0016587271,0.0011402722,1520
SPIB,0.0,0.0,0.0056560775,0.0,0.0,0.0025294747,0.0011312155,1521
RP1-313I6.12,0.0,0.0,0.0,0.005575869,0.0,0.0024936046,0.0011151738,1522
WDFY2,0.0,0.004754467,0.0,0.0008022171,0.0,0.002065984,0.0011113368,1523
PCNA,0.0030060816,0.0,0.0025273133,0.0,0.0,0.0015248072,0.001106679,1524
PRKAR1B,0.0,0.0,0.0055193184,0.0,0.0,0.0024683143,0.0011038637,1525
NBPF1,0.0,0.004703285,0.0,0.0,0.00080950337,0.0020431604,0.0011025576,1526
FHOD1,0.0035287645,0.0019823317,0.0,0.0,0.0,0.0016052555,0.0011022192,1527
PFKP,0.0017303796,0.0,0.0024246392,0.0,0.0013360659,0.0010756113,0.001098217,1528
NETO2,0.0026189627,0.0,0.0012739509,0.0,0.0015886503,0.0011176111,0.0010963127,1529
BLNK,0.0031252943,0.0023492884,0.0,0.0,0.0,0.0015241726,0.0010949166,1530
AK4,0.0054605757,0.0,0.0,0.0,0.0,0.0024420437,0.0010921152,1531
ICA1,0.0,0.0,0.0,0.0,0.0054605124,0.0024420153,0.0010921025,1532
CTDP1,0.0054599606,0.0,0.0,0.0,0.0,0.0024417685,0.0010919921,1533
HYI,0.0,0.0,0.0,0.0054593226,0.0,0.0024414833,0.0010918645,1534
POU2F2,0.0041414266,0.0,0.0013167342,0.0,0.0,0.0017976998,0.0010916322,1535
TUBB2A,0.0,0.0,0.0,0.004260094,0.001197887,0.0018456315,0.0010915962,1536
RARRES1,0.0,0.0020188973,0.0014022278,0.0020230683,0.0,0.0010255665,0.0010888387,1537
CLIP4,0.0,0.0,0.0017754989,0.0,0.0036549012,0.0016288685,0.00108608,1538
SLCO4A1,0.0015600148,0.0,0.0038618264,0.0,0.0,0.0016932274,0.0010843682,1539
SCO2,0.0,0.0,0.0,0.0019794374,0.0034299467,0.001567675,0.0010818768,1540
UBALD2,0.0,0.0047777044,0.0,0.00063065614,0.0,0.0020841134,0.0010816721,1541
WLS,0.0,0.0053951433,0.0,0.0,0.0,0.0024127814,0.0010790287,1542
ATP2A3,0.0010107729,0.0,0.0,0.0043693515,0.0,0.0018923363,0.0010760248,1543
RASD1,0.0,0.0,0.0,0.0036896833,0.0016900107,0.0016341418,0.0010759388,1544
FLCN,0.0,0.0028120985,0.0,0.0025609701,0.0,0.0014741517,0.0010746138,1545
MAP3K1,0.0,0.0,0.0053573204,0.0,0.0,0.0023958664,0.001071464,1546
C12orf65,0.0,0.0,0.0,0.0,0.0053562806,0.0023954015,0.0010712561,1547
VENTX,0.0,0.0,0.0,0.0,0.005342709,0.002389332,0.0010685418,1548
MID1IP1,0.0025712878,0.0,0.0005601887,0.0,0.0021746536,0.0012271355,0.001061226,1549
OTUD4,0.0,0.0032815963,0.0,0.002023793,0.0,0.0015194721,0.0010610779,1550
PRMT7,0.0,0.0052870573,0.0,0.0,0.0,0.0023644438,0.0010574114,1551
USP11,0.004569493,0.0,0.0007162687,0.0,0.0,0.0019878035,0.0010571523,1552
PTTG1,0.0,0.0028596579,0.0024097168,0.0,0.0,0.0014518192,0.001053875,1553
GPR157,0.0,0.003139196,0.0009197287,0.0011757452,0.0,0.0012847641,0.0010469339,1554
MIR181A1HG,0.0,0.0019596647,0.0,0.0032631813,0.0,0.0015027487,0.0010445692,1555
TMEM173,0.0,0.0,0.0036200688,0.0,0.0015888207,0.0015970867,0.0010417779,1556
TRAF3IP3,0.0,0.0,0.0,0.0029949953,0.0022105745,0.0014523296,0.001041114,1557
GPD1L,0.0,0.0,0.0035739243,0.0015862747,0.0,0.0015782642,0.0010320398,1558
ACAP1,0.0015294406,0.0,0.0,0.0,0.0035968884,0.0015827938,0.0010252658,1559
NRIP1,0.0,0.0,0.0,0.0010606487,0.0040496276,0.0017536728,0.0010220553,1560
RSBN1L,0.0051026233,0.0,0.0,0.0,0.0,0.0022819624,0.0010205247,1561
SLC25A44,0.0,0.003805872,0.0,0.0,0.001275096,0.001654334,0.0010161937,1562
CRIP2,0.0,0.0,0.0,0.0050678854,0.0,0.0022664273,0.0010135771,1563
TMC8,0.0020420002,0.0030215718,0.0,0.0,0.0,0.0014293101,0.0010127143,1564
SH2D3C,0.0,0.0,0.005046631,0.0,0.0,0.0022569222,0.0010093262,1565
COLEC12,0.0,0.0037502968,0.0,0.0,0.0012949124,0.0016317703,0.0010090418,1566
RP1-239B22.5,0.0,0.0,0.0009563934,0.0,0.0040747295,0.0017646295,0.0010062245,1567
RBM33,0.0,0.0,0.0050218906,0.0,0.0,0.0022458578,0.0010043781,1568
CD8A,0.0,0.0,0.0,0.0,0.0050184894,0.0022443368,0.0010036979,1569
HSD3B7,0.0039170943,0.0011008147,0.0,0.0,0.0,0.0016970224,0.0010035818,1570
POLB,0.0,0.0045095594,0.0005069744,0.0,0.0,0.00197231,0.0010033067,1571
NADK,0.0024112612,0.0,0.00063895725,0.00080125866,0.0011600117,0.0008926205,0.0010022977,1572
ITPR1,0.0,0.0037808304,0.0,0.00117972,0.0,0.0016405034,0.0009921101,1573
NIF3L1,0.0,0.0,0.0049576717,0.0,0.0,0.0022171382,0.0009915343,1574
FAM129A,0.0021785784,0.00089927384,0.001874607,0.0,0.0,0.0010202547,0.000990492,1575
BATF3,0.0,0.0,0.0,0.0,0.0049411585,0.0022097533,0.0009882317,1576
STARD8,0.0,0.0,0.0049346825,0.0,0.0,0.002206857,0.0009869365,1577
STAT2,0.0,0.0,0.0,0.0,0.004932245,0.002205767,0.000986449,1578
CTB-61M7.2,0.004923291,0.0,0.0,0.0,0.0,0.0022017627,0.0009846583,1579
VIM-AS1,0.0,0.0,0.0,0.0,0.004905833,0.0021939552,0.0009811666,1580
USPL1,0.0029161286,0.0,0.0,0.0019518518,0.0,0.0013760527,0.00097359606,1581
TBC1D4,0.0,0.0,0.0048526498,0.0,0.0,0.002170171,0.00097053,1582
GATM,0.0,0.0022015425,0.0009784793,0.0016703361,0.0,0.0009860324,0.00097007153,1583
RBBP8,0.0025433006,0.0,0.0022958023,0.0,0.0,0.0013281286,0.0009678205,1584
DDIT3,0.0,0.0,0.0,0.0048390427,0.0,0.0021640856,0.00096780853,1585
ADAMTS2,0.0022731873,0.0025567638,0.0,0.0,0.0,0.0013265308,0.00096599024,1586
FOXK2,0.0,0.0048222505,0.0,0.0,0.0,0.002156576,0.00096445007,1587
PRRG4,0.0014699617,0.0,0.0,0.0,0.0033368855,0.0014726197,0.0009613695,1588
DDX58,0.0,0.0,0.0,0.00220972,0.002588001,0.0013206993,0.00095954427,1589
RRP12,0.0047834394,0.0,0.0,0.0,0.0,0.002139219,0.0009566879,1590
LINC00921,0.0,0.0,0.0047801016,0.0,0.0,0.0021377264,0.0009560203,1591
DBF4,0.0,0.0047452715,0.0,0.0,0.0,0.00212215,0.0009490543,1592
MAML2,0.0,0.0,0.0029652098,0.0,0.0017717882,0.001364173,0.00094739965,1593
OAF,0.0047180685,0.0,0.0,0.0,0.0,0.0021099844,0.0009436137,1594
CMSS1,0.0,0.0,0.002022164,0.0026843257,0.0,0.0013100136,0.00094129797,1595
CD274,0.0,0.0,0.0,0.0046943305,0.0,0.0020993685,0.0009388661,1596
SLC35B2,0.0046900217,0.0,0.0,0.0,0.0,0.0020974416,0.00093800435,1597
ELK3,0.0,0.0025481966,0.0,0.0,0.0021292001,0.0012894952,0.00093547936,1598
KLHL21,0.0,0.0038922275,0.0,0.00078418694,0.0,0.0016874991,0.0009352829,1599
EDEM1,0.0,0.0031001018,0.0015580762,0.0,0.0,0.0013873093,0.0009316356,1600
KBTBD7,0.0,0.0,0.0,0.0,0.0046571633,0.0020827467,0.00093143265,1601
CCNT1,0.0,0.004642955,0.0,0.0,0.0,0.0020763928,0.000928591,1602
DOK3,0.0013275997,0.0033114753,0.0,0.0,0.0,0.0014512225,0.00092781504,1603
TRAPPC2P1,0.0,0.0024539235,0.0,0.0,0.0021733346,0.0012711039,0.00092545163,1604
ASMTL,0.0,0.0019759026,0.002104206,0.0005430365,0.0,0.0010430806,0.000924629,1605
GBE1,0.0,0.0024867996,0.0,0.0,0.002117426,0.0012676638,0.0009208451,1606
GALC,0.0,0.0,0.0031005335,0.0014963979,0.0,0.001380775,0.0009193863,1607
CAMK1G,0.0,0.0045817653,0.0,0.0,0.0,0.0020490277,0.0009163531,1608
DNAJB4,0.0045105205,0.0,0.0,0.0,0.0,0.0020171662,0.0009021041,1609
GALNT6,0.0028277661,0.0,0.0,0.0016746215,0.0,0.0012986839,0.0009004775,1610
CCR1,0.0045005092,0.0,0.0,0.0,0.0,0.002012689,0.00090010185,1611
FAM57A,0.001867126,0.0026268873,0.0,0.0,0.0,0.0012597088,0.00089880265,1612
TNFRSF12A,0.0,0.0,0.0,0.0,0.0044866083,0.0020064723,0.0008973217,1613
SREK1IP1,0.0015502075,0.0,0.0,0.0,0.002935347,0.0013224377,0.0008971109,1614
SNRPN,0.0,0.002375471,0.0,0.0021091755,0.0,0.0012317745,0.0008969293,1615
USP47,0.0002877604,0.0,0.0,0.004188018,0.0,0.0018449784,0.0008951557,1616
VASH1,0.0,0.00078056863,0.0,0.0036894274,0.0,0.0015988268,0.0008939992,1617
MAP4K5,0.0044454494,0.0,0.0,0.0,0.0,0.0019880654,0.0008890899,1618
MZB1,0.0,0.0,0.0,0.0,0.0044450862,0.001987903,0.00088901725,1619
CH507-42P11.8,0.0,0.0010653181,0.0033710808,0.0,0.0,0.0014631099,0.00088727975,1620
SEL1L3,0.0025383863,0.0,0.0,0.0,0.001896727,0.0012356105,0.00088702264,1621
TBC1D2B,0.0,0.0,0.0,0.0,0.004434878,0.0019833378,0.0008869756,1622
FRAT2,0.0,0.0,0.0,0.0,0.0044261278,0.0019794246,0.00088522554,1623
JOSD1,0.0,0.0,0.0,0.0044160993,0.0,0.0019749396,0.0008832199,1624
PRKD3,0.003025258,0.0,0.0013883123,0.0,0.0,0.001340119,0.00088271406,1625
C10orf128,0.0044125426,0.0,0.0,0.0,0.0,0.001973349,0.0008825085,1626
CHST15,0.0,0.0011279406,0.0010158408,0.0015488948,0.0007168339,0.0005762709,0.00088190206,1627
CD300LF,0.0,0.0024047084,0.0019944704,0.0,0.0,0.0012134641,0.0008798357,1628
HSD17B14,0.0,0.0043873703,0.0,0.0,0.0,0.0019620918,0.0008774741,1629
PRKX,0.0,0.0,0.0,0.00438538,0.0,0.0019612017,0.000877076,1630
TNIK,0.0,0.0017344835,0.0,0.0,0.0026503683,0.0012437343,0.0008769704,1631
GLT1D1,0.0,0.0,0.0043839198,0.0,0.0,0.0019605486,0.000876784,1632
MSRB1,0.0,0.0,0.0,0.0024997126,0.0018828091,0.00121986,0.00087650435,1633
RP11-290L1.3,0.0,0.0015740163,0.0027760167,0.0,0.0,0.0012648358,0.0008700066,1634
TIMELESS,0.0,0.0,0.0043485756,0.0,0.0,0.001944742,0.0008697151,1635
LDLRAD4,0.0043114424,0.0,0.0,0.0,0.0,0.0019281356,0.00086228846,1636
STMN3,0.0,0.0,0.0017399989,0.0025679427,0.0,0.0012155507,0.0008615883,1637
DEDD2,0.0,0.0,0.0,0.0042938394,0.0,0.0019202634,0.0008587679,1638
BRCA1,0.0,0.0,0.004266127,0.0,0.0,0.0019078699,0.0008532254,1639
P2RY13,0.0,0.0042661238,0.0,0.0,0.0,0.0019078685,0.0008532248,1640
CORO7,0.0,0.0026172665,0.0,0.0016117127,0.0,0.0012114918,0.00084579585,1641
HSH2D,0.0,0.0010634996,0.0031610532,0.0,0.0,0.0013742197,0.00084491057,1642
RP11-61J19.5,0.0,0.0,0.0042211413,0.0,0.0,0.0018877519,0.00084422826,1643
ARL4D,0.0,0.0,0.0,0.004208915,0.0,0.001882284,0.000841783,1644
CBLB,0.0042050085,0.0,0.0,0.0,0.0,0.001880537,0.0008410017,1645
MASTL,0.004204858,0.0,0.0,0.0,0.0,0.0018804697,0.0008409716,1646
CD82,0.0,0.0,0.0,0.004200305,0.0,0.0018784335,0.000840061,1647
FFAR3,0.0024590096,0.0,0.0,0.0017377908,0.0,0.001177287,0.00083936006,1648
KCNE3,0.0024433138,0.0,0.0,0.0017320735,0.0,0.0011707998,0.0008350775,1649
RNF19B,0.0,0.0,0.0020387971,0.0,0.002127999,0.0011415599,0.0008333592,1650
NSUN6,0.0,0.0,0.0033711928,0.0,0.00075424515,0.0014603063,0.00082508766,1651
FAM212B,0.0,0.0,0.0,0.0,0.0041214325,0.0018431607,0.0008242865,1652
SNHG9,0.0020866657,0.0,0.0,0.0,0.0019986837,0.0011192514,0.0008170699,1653
UBR1,0.0,0.0022625802,0.0,0.0018146723,0.0,0.0011277752,0.0008154505,1654
CHD3,0.0,0.0,0.0,0.004070184,0.0,0.0018202417,0.0008140368,1655
ABCA6,0.0020511632,0.0,0.0020149183,0.0,0.0,0.001113616,0.0008132163,1656
S100B,0.004062297,0.0,0.0,0.0,0.0,0.0018167143,0.0008124594,1657
SPTY2D1,0.0026322526,0.0,0.0014258338,0.0,0.0,0.0011903931,0.00081161724,1658
KIF1B,0.0,0.00081795926,0.0032281694,0.0,0.0,0.0013978468,0.0008092257,1659
RAB27A,0.0011562363,0.0,0.0,0.0028759248,0.0,0.0012605714,0.0008064322,1660
SYTL1,0.0,0.0,0.0,0.004021515,0.0,0.0017984762,0.00080430304,1661
CMKLR1,0.0,0.0015302984,0.0024895465,0.0,0.0,0.0011519359,0.000803969,1662
IRAK1,0.0,0.0040168194,0.0,0.0,0.0,0.0017963763,0.00080336386,1663
ZBED6,0.0039919005,0.0,0.0,0.0,0.0,0.0017852321,0.0007983801,1664
ERCC5,0.0,0.0024782845,0.0,0.0015074312,0.0,0.0011442308,0.0007971431,1665
GCLC,0.0,0.0,0.0,0.0,0.003982584,0.0017810657,0.0007965168,1666
NGFRAP1,0.0034507907,0.0,0.0005078515,0.0,0.0,0.0015026394,0.0007917284,1667
RHOF,0.0019062659,0.0,0.0,0.0020433431,0.0,0.0010827301,0.00078992185,1668
CLEC16A,0.0,0.0,0.0,0.0039481414,0.0,0.0017656626,0.00078962825,1669
GNPTAB,0.0,0.0,0.0,0.0,0.003925293,0.0017554444,0.00078505866,1670
LINC00346,0.0,0.0039015142,0.0,0.0,0.0,0.0017448103,0.00078030286,1671
LINC01001,0.0016045386,0.0022888838,0.0,0.0,0.0,0.0010933648,0.0007786845,1672
SAMD4A,0.0,0.0,0.0,0.0,0.0038632522,0.001727699,0.00077265047,1673
AIM2,0.0,0.0,0.0,0.0,0.0038572547,0.0017250167,0.0007714509,1674
UBE2C,0.0,0.0,0.0,0.0020287149,0.0018072407,0.0010534339,0.0007671911,1675
TMX4,0.0,0.0027451634,0.0,0.001087324,0.0,0.0012021443,0.00076649745,1676
PPARG,0.0,0.003832463,0.0,0.0,0.0,0.0017139296,0.00076649257,1677
CCL18,0.0,0.0038159282,0.0,0.0,0.0,0.001706535,0.0007631857,1678
SPTAN1,0.0,0.002291033,0.0,0.001522407,0.0,0.0010791305,0.000762688,1679
ARHGAP31,0.0,0.0,0.0009942824,0.0009542175,0.0018603753,0.00078399916,0.000761775,1680
PLEKHA2,0.00075841096,0.0030446737,0.0,0.0,0.0,0.0013183829,0.0007606169,1681
ZNF583,0.0,0.0022926067,0.0,0.001509654,0.0,0.001077458,0.0007604522,1682
ZC3H12C,0.0,0.0,0.0,0.003799963,0.0,0.0016993951,0.00075999263,1683
DFNB31,0.0,0.0037929912,0.0,0.0,0.0,0.0016962772,0.0007585982,1684
CCL23,0.0,0.0,0.0,0.0037884784,0.0,0.001694259,0.0007576957,1685
CDK6,0.0,0.0,0.0,0.0021409325,0.001640803,0.0010506571,0.0007563471,1686
KLHL15,0.0,0.003780549,0.0,0.0,0.0,0.0016907129,0.0007561098,1687
HES6,0.003744434,0.0,0.0,0.0,0.0,0.0016745618,0.00074888684,1688
VAC14,0.0,0.0037403242,0.0,0.0,0.0,0.0016727238,0.00074806483,1689
HCG18,0.0,0.003730848,0.0,0.0,0.0,0.0016684859,0.0007461696,1690
SQLE,0.001785113,0.0,0.0,0.0,0.0019375918,0.001020929,0.000744541,1691
UPK3A,0.0,0.0,0.0,0.0036954775,0.0,0.0016526678,0.0007390955,1692
P2RY12,0.002063661,0.0,0.0,0.0,0.001631395,0.0010234084,0.0007390112,1693
ARHGEF7,0.0,0.0036914626,0.0,0.0,0.0,0.0016508722,0.0007382925,1694
FXYD2,0.0036803877,0.0,0.0,0.0,0.0,0.0016459194,0.00073607755,1695
MXI1,0.0,0.0,0.0036686962,0.0,0.0,0.0016406908,0.00073373923,1696
PER3,0.0,0.0,0.0,0.0036601867,0.0,0.0016368852,0.00073203736,1697
CXCL12,0.0,0.0027617074,0.0008740491,0.0,0.0,0.0011986706,0.0007271513,1698
RAB3D,0.0036126743,0.0,0.0,0.0,0.0,0.0016156371,0.00072253484,1699
C5orf56,0.0,0.0036097309,0.0,0.0,0.0,0.0016143207,0.0007219462,1700
MFGE8,0.0,0.0,0.0,0.0,0.0036050815,0.0016122414,0.0007210163,1701
ALDH1A2,0.0,0.0027791015,0.0008231671,0.0,0.0,0.0012047553,0.00072045374,1702
ITPRIP,0.0015961626,0.0,0.0,0.0,0.0019939204,0.0009931911,0.0007180166,1703
TVP23A,0.0,0.0,0.0,0.0035857682,0.0,0.0016036043,0.00071715366,1704
CTB-133G6.1,0.0,0.0,0.0035848483,0.0,0.0,0.0016031929,0.00071696966,1705
AHSA2,0.0,0.0035544627,0.0,0.0,0.0,0.0015896041,0.00071089255,1706
RP11-51J9.5,0.0,0.0035494734,0.0,0.0,0.0,0.0015873727,0.0007098947,1707
LY9,0.0020933202,0.0,0.0014412308,0.0,0.0,0.0009950534,0.0007069102,1708
AF213884.2,0.0,0.0,0.003525078,0.0,0.0,0.0015764628,0.0007050156,1709
USP12,0.0,0.003524001,0.0,0.0,0.0,0.0015759812,0.0007048002,1710
DPEP2,0.0019669181,0.0015553422,0.0,0.0,0.0,0.0009755246,0.00070445205,1711
ABHD17C,0.0,0.0,0.0,0.0035176785,0.0,0.0015731537,0.0007035357,1712
CKAP5,0.0,0.0,0.0,0.0035148507,0.0,0.001571889,0.00070297014,1713
DYNLT3,0.002033619,0.0,0.0014777456,0.0,0.0,0.0009815042,0.0007022729,1714
DOPEY2,0.0,0.0035067084,0.0,0.0,0.0,0.0015682477,0.00070134166,1715
CEACAM4,0.0,0.0027437455,0.0007568898,0.0,0.0,0.0011885003,0.00070012704,1716
PITPNA-AS1,0.0,0.0,0.0,0.0,0.0035000667,0.0015652775,0.00070001336,1717
TNFAIP8L1,0.0,0.0,0.0034943048,0.0,0.0,0.0015627006,0.00069886097,1718
F3,0.003489576,0.0,0.0,0.0,0.0,0.0015605858,0.0006979152,1719
N4BP2L1,0.0,0.0015117587,0.0,0.0,0.0019718555,0.0009677958,0.0006967228,1720
AGER,0.0,0.0024958162,0.0,0.0009746553,0.0,0.0010920413,0.00069409434,1721
EGR4,0.0,0.0,0.003467588,0.0,0.0,0.0015507526,0.0006935176,1722
GMNN,0.0,0.0,0.003463625,0.0,0.0,0.0015489801,0.000692725,1723
ACVR1B,0.0,0.0,0.0034576668,0.0,0.0,0.0015463156,0.0006915334,1724
STK38L,0.0,0.0,0.0,0.0017066686,0.0017444837,0.0009452316,0.00069023046,1725
ASPH,0.0,0.0,0.003415718,0.0,0.0,0.0015275555,0.0006831436,1726
LBH,0.0,0.0,0.0,0.003409528,0.0,0.0015247873,0.0006819056,1727
NUP133,0.0,0.0,0.0017044862,0.0,0.0017043015,0.00093353493,0.0006817576,1728
GIMAP6,0.0018985328,0.0,0.0015058694,0.0,0.0,0.00094261323,0.00068088045,1729
KCNMB1,0.0,0.0,0.0,0.0,0.003392714,0.0015172679,0.0006785428,1730
HLX,0.0033864917,0.0,0.0,0.0,0.0,0.0015144851,0.00067729835,1731
NFE2,0.002392421,0.0,0.0,0.0,0.0009930284,0.0010508961,0.00067708985,1732
HILPDA,0.0033839792,0.0,0.0,0.0,0.0,0.0015133615,0.00067679584,1733
RGPD2,0.0033661805,0.0,0.0,0.0,0.0,0.0015054017,0.0006732361,1734
BCL9L,0.0,0.0033480895,0.0,0.0,0.0,0.0014973112,0.0006696179,1735
CCL19,0.003345143,0.0,0.0,0.0,0.0,0.0014959935,0.0006690286,1736
BCL2,0.0021708526,0.0011727641,0.0,0.0,0.0,0.0009813284,0.0006687233,1737
ITGA6,0.0,0.0033109959,0.0,0.0,0.0,0.0014807223,0.00066219916,1738
IL32,0.0,0.0,0.0,0.0,0.0033090399,0.0014798476,0.00066180795,1739
C16orf54,0.0033083765,0.0,0.0,0.0,0.0,0.001479551,0.0006616753,1740
CHML,0.0,0.0,0.0,0.0032976465,0.0,0.0014747523,0.0006595293,1741
MBD4,0.0,0.0032919683,0.0,0.0,0.0,0.001472213,0.00065839366,1742
RASGRP3,0.0,0.0,0.0,0.0,0.0032747968,0.0014645336,0.00065495935,1743
CAHM,0.0,0.003268469,0.0,0.0,0.0,0.0014617037,0.0006536938,1744
RP11-182L21.6,0.0,0.0022104722,0.0,0.0010521426,0.0,0.0009828862,0.00065252295,1745
CCDC88C,0.0,0.0032610171,0.0,0.0,0.0,0.0014583712,0.00065220345,1746
GCHFR,0.0017847525,0.0,0.0014665872,0.0,0.0,0.0008974934,0.00065026793,1747
LRR1,0.0,0.0032344463,0.0,0.0,0.0,0.0014464883,0.00064688927,1748
SLC4A2,0.0032277037,0.0,0.0,0.0,0.0,0.001443473,0.0006455408,1749
TGFBR2,0.0,0.0,0.0,0.0032244674,0.0,0.0014420256,0.0006448935,1750
HELB,0.0,0.0,0.0,0.001758008,0.0014612217,0.0008878447,0.00064384594,1751
IL1RAP,0.0,0.00090735406,0.0014931973,0.0007855335,0.0,0.0006402666,0.000637217,1752
NUTM2B-AS1,0.0,0.0,0.0,0.0031773876,0.0,0.001420971,0.00063547754,1753
KMT2E-AS1,0.0,0.0,0.0031647577,0.0,0.0,0.0014153227,0.00063295156,1754
HDHD3,0.0014160449,0.0,0.0,0.0017426829,0.0,0.00087272766,0.00063174556,1755
MDM4,0.0,0.00050300686,0.0026517096,0.0,0.0,0.001150449,0.0006309433,1756
PDE8A,0.0,0.0,0.0,0.003153434,0.0,0.0014102586,0.0006306868,1757
ZNF646,0.0,0.0,0.0,0.0031492228,0.0,0.0014083752,0.00062984455,1758
ABCC3,0.0,0.0010301966,0.0009965986,0.0011096292,0.0,0.0005740991,0.00062728487,1759
MAMLD1,0.003135006,0.0,0.0,0.0,0.0,0.0014020173,0.00062700117,1760
